name,dialog
Korcha," Oh it's you guys. You're tourists, right? The festival's a waste of time. My name's Korcha. I'm here from Guldove, workin' as a ferryman. I can take you anywhere you like with this boat. I take money, but don't worry, it's not that much. My boatin' skills are quite famous around here, I guarantee a comfortable ride."
Kid," We've got business to take care of, so there's no time for a pleasure cruise. See ya!"
Member," We're a little busy, so maybe next time."
Korcha," Alright. If you ever want to get somewhere by boat, swing by."
Kid," Hey, you. We want to get to Viper Manor. Can ya take us there?"
Korcha, Viper Manor? WhatCHA gonna do up in that place? Ya gonna go steal treasure from the vaults or somethin'?
Kid, Don't go snooping into yer customers' privacy. Are ya gonna take us there or what?
Member, Then how about Viper Manor?
Korcha," As long as you can pay me, I'll take you anywhere you want. It's just that I don't know how to get to the manor. If you want to get there, bring someone who does."
Korcha," Back again, eh? I'll take you wherever you want."
Korcha," WhatCHA gonna do? ~~~To Viper Manor ~~~No, wait a minute"
Korcha, Are ya sure you can get into a place like that?
Korcha," You got it. But, it'll cost ya! It's gonna be 100G. ~~~Pay it ~~~Don't pay"
System,
Korcha," Hey, you ain't goin' nowhere without enough money!"
Korcha," !? What, don'tCHA wanna go?"
Korcha," Come on, get on board. It's a little tight with four of us, but it'll be a short trip. Don'tCHA worry about a thing."
Korcha, Don'tCHA think it's pretty dangerous!?
Kid, You sound confident...
Kid," Alright, let's get our arses in gear."
Member, ......
Member," Serge, let's go."
Korcha, What? You wanna head back?
Korcha," Well, hop on then."
Korcha, Headin' back already!? You just got here.
System, Get on the boat? ~~~Yes ~~~No
Acacia Dragoon, HUH!? INTRUDERS!!! Begin stone toss!!! Rrrarghhh!!! Arghhhhhh!!!
System, -10
Acacia Dragoon," AHHH! They made it up!? HA-HA-HAHA-HA... Let this be the end of you! Hiiiiya! Hah! Persistent, aren't ya! HA-HA-HAHA-HA... It's no use! Hiiiiya! Say good-bye! Darn... Have some of this! Ooops! Darn it! Huh? AHHHHHH...!"
Kid," Oi, Serge. We're inside the premises."
Kid, Let's wait here 'til nightfall.
Member," Serge, we made it inside the premises. Let's wait here until nightfall."
Zappa, ......
Zappa," Arrch! How many times do ah have to say it, dinnae let the customers back in here! How many years have ye been me wife!?"
Zappa," Arrch, ye'll never ken the delicate heart of a craftsman like yours truly."
Zappa," There not be just one or two, but three! Arrch, ye'll never ken the delicate heart of a craftsman like yours truly."
Zappa," Ah dinnae expect a layman like ye to ken what ah'm sayin', but... The art of smithin' may seem only like physical labor, but it requires far more mental prowess. Everytime the hammer strikes, a wee bit o' mah soul goes with it. Ah guess what ah'm sayin' is, thy soul is what makes the sword. So, that means yir yappin' is distractin' me, I cannae focus mah soul into the steel. D'ye ken? If so, then get going."
Zappa," Ah, why can ye no leave me be? This sword, it's no good now. Time to start over..."
Zappa," Take yir business up to the counter, ken?"
Zappa, Huh?
Zappa," That nail of yirs, it be a fine piece of work... Likesay it's the work of a skilled craftsman... Ay, there's no mistakin' it."
Pierre," I am on my way to see this General Viper soon. From what I hear, there is a vacancy among the 4 Devas of the Acacia Dragoons. Such a position is perfect for such a splendid swordsman as moi... One graceful flash of mon sword will surely have them saluting moi as the guest of honor..."
Pierre," But I have lost mon precious medal, symbol of heroism... Without it, I will certainly be turned away at the gate. Sacré bleu! What am I to do?"
Pierre," I have lost mon precious medal of heroism... I am on my way to see this General Viper, but... Without it, I will certainly be turned away at the gate. Sacré bleu! What is a hero like moi to do?"
Member, I know someone who's looking for that...
Member, I know someone who's looking for that...
System,
Pierre, ...... Why must you show that to moi? I am trés busy. Leave me be. Merci!
Pierre," Oui, monsieur! That is my medal! Merci, merci, thank you!!! Ahh la lah, what a darling you are!"
System,
Pierre, Now I can finally head to Viper Manor!
Pierre," I insist you take moi when you call at the gates of Viper Manor. Alone, of course, moi would have no problems, but you could also be useful... After all, thorns like you are necessary to add charm to a rose..."
Pierre," Now, come with moi! ~~~OK, let's go ~~~No, wait a minute"
Pierre," Without mon charm and complexion, les guards will turn you away!"
System, ~Pierre gracefully joined your partie!
Pierre," Now, follow my lead to Viper Manor, mon faithful followers!"
Zappa, Pierre... Ye still owe me last month's rent...
Pierre," Non non, monsieur! You shouldn't be so hasty! I shall pay you double... once I make it to stardom!"
Pierre," Non non, madame! You shouldn't be so hasty! I shall pay you double... once I make it to stardom!"
Pierre," That a boy! But, the most important trait of a hero is beauty. Perfect your appearance in the mirror everyday!"
Van," Bother! That is not it. Something is missing... I believe I am on the right track, however..."
Van, ...What is your opinion? ~~~I think it's good ~~~...But is it art?
Van," You really think so? Why thank you, but I still need to hone my skills a little more."
Van, ...... What would you know...
Van, Father... When did you come home?
Van," Oh, father... Off on another business trip, again...?"
Van, ......
Van," Father had promised to go see the festival with me... But then, he does not really care about the promises he makes with me!!!"
Van, I do not believe father even notices the view here. The colors of the sea and sky far surpass the beauty of those gems he collects. I do wonder if he really was a painter in his youth... It is rather hard to believe.
Nikki, ......
Leena," It's...it's nothing like that. He's...he's my cousin!!! Isn't that right, Serge? ~~~Yes ~~~No"
Leena," Oh Lisa, stop that nonsense! Oops, before I forget, this is for you. Mom told me to say hi."
Leena," Oh, you're so silly!"
Nikki, ...I thought I wasn't your type?
Man, Listen to my song!
Man, 'Ohhh oooh oooh...Ì Sweet sister of mine...Ì'
Man, Dammit! It's hopeless...
Kid, What's with him...?
Member, Who's that...?
Man, ......
Man, Dammit! You demons!
Man, ...... I can't fend them off alone!
Kid, What the hell's this thing...?
Member, What's this...?
Kid, The thing's fast asleep. What do we do now...?
Member, Is it asleep? we. can't get through.
Man, ......!
Man, It's you...
Man, What's this...?
Kid," Nice attitude, FREAK! We saved yer life! You could at least thank us!?"
Member, The least you could do is thank us!
Man," You're off to Viper Manor, right?"
Man, Take me with you.
Kid, Who the bloody hell are you?
Kid, Hmm? I think I recognize you from a poster in Termina...
Member, Who are you?
Member, Actually... there was a poster of you in Terimina...
Kid, And what business do you have in Viper Manor?
Member, What business do you have in Viper Manor?
Nikki, I believe... my sister is in there...
Kid, Your sister...?
Member, sister...?
Nikki, Anyway... I'll let you in on a secret if you let me join your party. How about it? ~~~Sure ~~~Nah
Nikki, Rockin'!
System, Nikki joined your band.
Nikki, Noooooo...!
Nikki, I'm tagging along whether you like it or not!
System, Nikki forced his way into your band.
Nikki," I'm the rockin' bard, Nikki! How about a song? ~~~No, thanks ~~~Nah... ~~~Maybe later"
Nikki, Oh... Fine...
Kid," Alright, so what's this secret you wanna tell us?"
Member," So, what's the secret?"
Nikki," In order to get inside Viper Manor, you have to go through the water vein further up..."
Member, But there's a monster blocking the way...
Nikki," In order to move it, you have to feed it one of the monsters in the forest. I wasn't quite sure how to lure one to it, but then I found this notebook. It says to lure the monsters with their favorite food."
Member, Favorite food?
Nikki," It's probably talking about the plant life growing in this forest. The plants are attracted to a certain aroma and then emit their pollen. There are a total of three monsters in all, each of which has its preference in food."
Nikki, I'll be staying by the port in Termina. Call on me anytime.
Nikki," Well, that's that. And now, for a song..."
Kid," Alright, let's get goin'."
Member, Let's go.
Nikki, H-Hey! Wait for me!
Nikki, I see...
Nikki," Well, you did help me out back there. Here's the secret."
Nikki," You saw that monster blocking the path, right?"
Nikki," In order to move it, you have to feed it these smaller monsters, but... I'll let you figure out the rest."
Nikki, Rock on.
System, Mixed among the pile of bones is one bone different from the rest. ~~~Pick it up ~~~Forget it
System, Member found Angry Scapula!
Member, So we have to wake this thing up.
Member, We have to defeat this thing. to get through.
Member, We have to defeat this thing to get through.
Member, What...?
System,
Zoah, SO... YOU ARE Serge. THIS SHOULD BE INTERESTING. I SHALL LET YOU PASS IF YOU ARE ABLE TO DEFEAT ME.
Zoah, COME!
Zoah, YOU AGAIN. I SHALL LET YOU PASS IF YOU ARE ABLE TO DEFEAT ME.
Zoah, COME!
Zoah, HAH! YOU COWARD! I WILL BE WAITING.
Zoah, DO NOT RUN ON ME THIS TIME.
Zoah, COME!
Peppor," It's them again... those tough guys! You said you brought a shakingly awesome Element with you, didn't you?"
Solt," I have a brilliantly brilliant Element this time, Peppor... It's a new... \'\Summoning Element!\'\"
Peppor," Shaking!!! It sure sounds good. Well then, shake a leg! Hurry up and use it on these smart alecks!"
Solt," Affirmatively affirmative! Here I go, Peppor..."
Peppor, Huh? Nothing happened! I wonder what went wrong...?
Solt, Ah......!? I forgetfully forgot! You can't use a Summoning Element until all the Field Effect attributes are the same color!
